DATE,SDY
2016-11-10,83.36500000000002
2016-11-11,83.455
2016-11-14,84.09
2016-11-15,84.405
2016-11-16,84.225
2016-11-17,84.19
2016-11-18,84.11500000000002
2016-11-21,84.655
2016-11-22,85.14500000000002
2016-11-23,85.225
2016-11-25,85.75999999999998
2016-11-28,85.515
2016-11-29,85.815
2016-11-30,85.195
2016-12-01,85.22999999999998
2016-12-02,85.215
2016-12-05,85.685
2016-12-06,86.045
2016-12-07,87.235
2016-12-08,87.6
2016-12-09,87.725
2016-12-12,87.71000000000002
2016-12-13,88.025
2016-12-14,86.83500000000002
2016-12-15,87.035
2016-12-16,85.67
2016-12-19,86.17500000000004
2016-12-20,86.375
2016-12-21,86.08
2016-12-22,85.875
2016-12-23,85.955
2016-12-27,86.17
2016-12-28,85.445
2016-12-29,85.715
2016-12-30,85.505
2017-01-03,85.78
2017-01-04,86.565
2017-01-05,86.265
2017-01-06,86.33500000000002
2017-01-09,85.58500000000002
2017-01-10,85.62
2017-01-11,85.925
2017-01-12,85.845
2017-01-13,86.0
2017-01-17,85.975
2017-01-18,86.11500000000002
2017-01-19,85.595
2017-01-20,85.89500000000002
2017-01-23,85.765
2017-01-24,86.42
2017-01-25,86.955
2017-01-26,86.80000000000004
2017-01-27,86.49000000000002
2017-01-30,86.045
2017-01-31,86.17
2017-02-01,85.535
2017-02-02,85.64500000000002
2017-02-03,86.235
2017-02-06,85.91499999999998
2017-02-07,86.08
2017-02-08,86.19999999999996
2017-02-09,86.61500000000002
2017-02-10,87.055
2017-02-13,87.38499999999998
2017-02-14,87.445
2017-02-15,87.85499999999998
2017-02-16,87.97999999999998
2017-02-17,88.25999999999998
2017-02-21,88.80000000000004
2017-02-22,88.815
2017-02-23,88.905
2017-02-24,89.095
2017-02-27,89.17500000000004
2017-02-28,88.755
2017-03-01,89.71000000000002
2017-03-02,89.205
2017-03-03,89.055
2017-03-06,88.765
2017-03-07,88.47
2017-03-08,88.07
2017-03-09,87.89
2017-03-10,88.465
2017-03-13,88.58
2017-03-14,88.33500000000002
2017-03-15,89.41
2017-03-16,89.245
2017-03-17,88.955
2017-03-20,88.67500000000004
2017-03-21,87.815
2017-03-22,87.9
2017-03-23,87.99000000000002
2017-03-24,87.82
2017-03-27,87.61
2017-03-28,88.095
2017-03-29,88.055
2017-03-30,88.225
2017-03-31,88.155
2017-04-03,87.845
2017-04-04,87.91499999999998
2017-04-05,87.6
2017-04-06,87.83500000000002
2017-04-07,87.755
2017-04-10,87.85499999999998
2017-04-11,88.125
2017-04-12,87.67500000000004
2017-04-13,86.945
2017-04-17,87.74000000000002
2017-04-18,87.655
2017-04-19,87.495
2017-04-20,88.025
2017-04-21,87.945
2017-04-24,88.64500000000002
2017-04-25,89.225
2017-04-26,89.33500000000002
2017-04-27,89.35499999999998
2017-04-28,88.655
2017-05-01,88.545
2017-05-02,88.295
2017-05-03,88.11500000000002
2017-05-04,88.195
2017-05-05,88.66499999999998
2017-05-08,88.32499999999996
2017-05-09,88.06
2017-05-10,88.32
2017-05-11,87.85499999999998
2017-05-12,87.58
2017-05-15,87.97
2017-05-16,87.625
2017-05-17,86.775
2017-05-18,86.9
2017-05-19,87.58500000000002
2017-05-22,88.005
2017-05-23,88.095
2017-05-24,88.33
2017-05-25,88.64500000000002
2017-05-26,88.60499999999998
2017-05-30,88.515
2017-05-31,88.735
2017-06-01,89.67
2017-06-02,89.805
2017-06-05,89.50999999999998
2017-06-06,89.065
2017-06-07,89.095
2017-06-08,89.205
2017-06-09,90.125
2017-06-12,90.36
2017-06-13,90.705
2017-06-14,90.765
2017-06-15,90.745
2017-06-16,90.265
2017-06-19,90.4
2017-06-20,89.67500000000004
2017-06-21,89.005
2017-06-22,88.83
2017-06-23,88.995
2017-06-26,89.33500000000002
2017-06-27,88.87
2017-06-28,89.515
2017-06-29,88.81
2017-06-30,88.92
2017-07-03,89.55000000000004
2017-07-05,89.12
2017-07-06,88.345
2017-07-07,88.84
2017-07-10,88.49000000000002
2017-07-11,88.275
2017-07-12,88.78
2017-07-13,88.955
2017-07-14,89.345
2017-07-17,89.42500000000004
2017-07-18,89.295
2017-07-19,89.755
2017-07-20,89.91499999999998
2017-07-21,89.995
2017-07-24,89.805
2017-07-25,90.485
2017-07-26,90.075
2017-07-27,90.195
2017-07-28,89.815
2017-07-31,89.92
2017-08-01,90.245
2017-08-02,89.94
2017-08-03,89.805
2017-08-04,90.0
2017-08-07,90.065
2017-08-08,89.75
2017-08-09,89.60499999999998
2017-08-10,88.695
2017-08-11,88.445
2017-08-14,89.345
2017-08-15,89.025
2017-08-16,89.465
2017-08-17,88.315
2017-08-18,88.11500000000002
2017-08-21,88.285
2017-08-22,88.92500000000004
2017-08-23,88.685
2017-08-24,88.33500000000002
2017-08-25,88.86500000000002
2017-08-28,88.595
2017-08-29,88.55000000000004
2017-08-30,88.755
2017-08-31,89.10499999999998
2017-09-01,89.49000000000002
2017-09-05,88.99000000000002
2017-09-06,89.255
2017-09-07,89.15
2017-09-08,89.58500000000002
2017-09-11,90.395
2017-09-12,90.505
2017-09-13,90.495
2017-09-14,90.73
2017-09-15,90.445
2017-09-18,90.575
2017-09-19,90.585
2017-09-20,90.715
2017-09-21,90.41
2017-09-22,90.435
2017-09-25,90.895
2017-09-26,90.945
2017-09-27,90.905
2017-09-28,91.325
2017-09-29,91.305
2017-10-02,91.815
2017-10-03,92.0
2017-10-04,92.155
2017-10-05,92.395
2017-10-06,92.1
2017-10-09,91.865
2017-10-10,92.325
2017-10-11,92.535
2017-10-12,92.675
2017-10-13,92.8
2017-10-16,92.785
2017-10-17,92.975
2017-10-18,93.265
2017-10-19,93.325
2017-10-20,93.655
2017-10-23,93.52
2017-10-24,93.605
2017-10-25,93.145
2017-10-26,93.43
2017-10-27,93.105
2017-10-30,92.465
2017-10-31,92.51
2017-11-01,92.465
2017-11-02,92.595
2017-11-03,92.385
2017-11-06,92.115
2017-11-07,92.215
2017-11-08,92.435
2017-11-09,92.345
2017-11-10,92.42
2017-11-13,92.695
2017-11-14,92.885
2017-11-15,92.175
2017-11-16,92.975
2017-11-17,93.035
2017-11-20,93.155
2017-11-21,93.545
2017-11-22,93.58
2017-11-24,93.55
2017-11-27,93.785
2017-11-28,94.915
2017-11-29,95.865
2017-11-30,96.325
2017-12-01,96.075
2017-12-04,96.865
2017-12-05,96.275
2017-12-06,95.985
2017-12-07,96.18
2017-12-08,96.635
2017-12-11,96.515
2017-12-12,96.4
2017-12-13,96.58
2017-12-14,95.825
2017-12-15,93.775
2017-12-18,94.27
2017-12-19,93.975
2017-12-20,93.885
2017-12-21,94.005
2017-12-22,94.125
2017-12-26,94.32
2017-12-27,94.45
2017-12-28,94.715
2017-12-29,94.485
2018-01-02,94.57
2018-01-03,94.585
2018-01-04,94.705
2018-01-05,95.065
2018-01-08,95.45
2018-01-09,95.225
2018-01-10,94.69
2018-01-11,95.46
2018-01-12,95.725
2018-01-16,95.345
2018-01-17,96.105
2018-01-18,95.755
2018-01-19,96.365
2018-01-22,96.835
2018-01-23,96.885
2018-01-24,97.045
2018-01-25,97.745
2018-01-26,98.295
2018-01-29,97.435
2018-01-30,96.485
2018-01-31,96.315
2018-02-01,95.785
2018-02-02,94.035
2018-02-05,90.905
2018-02-06,91.64
2018-02-07,91.51
2018-02-08,89.03
2018-02-09,90.385
2018-02-12,91.185
2018-02-13,91.39
2018-02-14,92.075
2018-02-15,93.12
2018-02-16,93.515
2018-02-20,92.3
2018-02-21,91.725
2018-02-22,92.035
2018-02-23,93.265
2018-02-26,94.02
2018-02-27,92.625
2018-02-28,91.615
2018-03-01,91.035
2018-03-02,91.36
2018-03-05,92.505
2018-03-06,92.845
2018-03-07,92.805
2018-03-08,93.035
2018-03-09,94.135
2018-03-12,94.155
2018-03-13,93.995
2018-03-14,93.475
2018-03-15,93.185
2018-03-16,93.14
2018-03-19,92.375
2018-03-20,92.225
2018-03-21,92.11
2018-03-22,90.185
2018-03-23,88.655
2018-03-26,90.345
2018-03-27,89.845
2018-03-28,90.375
2018-03-29,91.205
2018-04-02,89.355
2018-04-03,90.595
2018-04-04,91.615
2018-04-05,92.155
2018-04-06,90.56
2018-04-09,90.575
2018-04-10,91.535
2018-04-11,91.25
2018-04-12,91.36
2018-04-13,91.275
2018-04-16,92.245
2018-04-17,92.705
2018-04-18,92.55
2018-04-19,91.94
2018-04-20,91.185
2018-04-23,91.325
2018-04-24,90.765
2018-04-25,91.01
2018-04-26,91.45
2018-04-27,91.805
2018-04-30,90.875
2018-05-01,90.925
2018-05-02,90.195
2018-05-03,89.785
2018-05-04,90.915
2018-05-07,91.065
2018-05-08,90.905
2018-05-09,91.395
2018-05-10,92.08
2018-05-11,92.125
2018-05-14,92.025
2018-05-15,91.515
2018-05-16,91.935
2018-05-17,92.035
2018-05-18,92.045
2018-05-21,92.865
2018-05-22,92.495
2018-05-23,92.49
2018-05-24,92.5
2018-05-25,92.385
2018-05-29,91.8
2018-05-30,93.125
2018-05-31,92.025
2018-06-01,92.335
2018-06-04,92.825
2018-06-05,92.845
2018-06-06,93.335
2018-06-07,93.675
2018-06-08,94.075
2018-06-11,94.115
2018-06-12,94.325
2018-06-13,93.61
2018-06-14,93.865
2018-06-15,93.505
2018-06-18,93.095
2018-06-19,92.955
2018-06-20,93.135
2018-06-21,92.645
2018-06-22,93.035
2018-06-25,92.775
2018-06-26,92.705
2018-06-27,92.275
2018-06-28,92.665
2018-06-29,92.67
2018-07-02,92.605
2018-07-03,92.895
2018-07-05,93.715
2018-07-06,94.195
2018-07-09,94.44
2018-07-10,94.95
2018-07-11,94.21
2018-07-12,94.365
2018-07-13,94.525
2018-07-16,94.155
2018-07-17,94.375
2018-07-18,94.465
2018-07-19,94.875
2018-07-20,94.785
2018-07-23,94.575
2018-07-24,94.74
2018-07-25,95.11
2018-07-26,95.805
2018-07-27,95.385
2018-07-30,95.47
2018-07-31,96.345
2018-08-01,95.675
2018-08-02,96.135
2018-08-03,96.96
2018-08-06,97.21
2018-08-07,97.255
2018-08-08,97.05
2018-08-09,96.965
2018-08-10,96.28
2018-08-13,95.965
2018-08-14,96.65
2018-08-15,96.535
2018-08-16,97.555
2018-08-17,98.215
2018-08-20,98.455
2018-08-21,98.63
2018-08-22,98.215
2018-08-23,97.915
2018-08-24,98.315
2018-08-27,98.515
2018-08-28,98.425
2018-08-29,98.745
2018-08-30,98.185
2018-08-31,98.255
2018-09-04,98.015
2018-09-05,98.805
2018-09-06,98.805
2018-09-07,98.475
2018-09-10,98.835
2018-09-11,98.845
2018-09-12,99.075
2018-09-13,99.475
2018-09-14,99.635
2018-09-17,99.475
2018-09-18,99.585
2018-09-19,99.315
2018-09-21,99.565
2018-09-24,98.58
2018-09-25,98.225
2018-09-26,97.66
2018-09-27,97.585
2018-09-28,97.925
2018-10-01,97.825
2018-10-02,97.965
2018-10-03,97.785
2018-10-04,97.305
2018-10-05,97.24
2018-10-08,97.855
2018-10-09,97.19
2018-10-10,95.33
2018-10-11,92.935
2018-10-12,93.015
2018-10-15,93.365
2018-10-16,94.835
2018-10-17,94.785
2018-10-18,94.135
2018-10-19,94.265
2018-10-22,93.675
2018-10-23,93.105
2018-10-24,91.525
2018-10-25,92.38
2018-10-26,91.305
2018-10-29,92.015
2018-10-30,93.705
2018-10-31,93.245
2018-11-01,94.45
2018-11-02,94.535
2018-11-05,95.275
2018-11-06,96.095
2018-11-07,97.355
2018-11-08,97.335
2018-11-09,96.945
2018-11-12,96.105
2018-11-13,96.175
2018-11-14,95.805
2018-11-15,96.655
2018-11-16,97.12
2018-11-19,96.525
2018-11-20,95.0
2018-11-21,95.175
2018-11-23,95.065
2018-11-26,95.855
2018-11-27,95.835
2018-11-28,96.915
2018-11-29,96.89
2018-11-30,97.875
2018-12-03,98.595
2018-12-04,96.025
2018-12-06,95.865
2018-12-07,94.48
2018-12-10,94.15
2018-12-11,94.265
2018-12-12,94.555
2018-12-13,94.445
2018-12-14,93.465
2018-12-17,91.405
2018-12-18,91.1
2018-12-19,90.1
2018-12-20,89.205
2018-12-21,87.535
2018-12-24,84.81
2018-12-26,87.93
2018-12-27,88.8
2018-12-28,88.765
2018-12-31,89.5
2019-01-02,88.92500000000004
2019-01-03,87.78999999999998
2019-01-04,89.85
2019-01-07,90.21
2019-01-08,91.325
2019-01-09,91.415
2019-01-10,92.16
2019-01-11,92.045
2019-01-14,91.595
2019-01-15,92.115
2019-01-16,92.465
2019-01-17,93.225
2019-01-18,94.615
2019-01-22,93.62
2019-01-23,93.83
2019-01-24,93.555
2019-01-25,93.775
2019-01-28,93.545
2019-01-29,93.92
2019-01-30,94.295
2019-01-31,95.125
2019-02-01,95.215
2019-02-04,95.865
2019-02-05,96.205
2019-02-06,95.975
2019-02-07,95.98
2019-02-08,95.995
2019-02-11,96.4
2019-02-12,97.455
2019-02-13,97.85
2019-02-14,97.345
2019-02-15,98.505
2019-02-19,98.845
2019-02-20,99.14
2019-02-21,99.135
2019-02-22,99.635
2019-02-25,99.49
2019-02-26,99.125
2019-02-27,99.365
2019-02-28,99.175
2019-03-01,99.305
2019-03-04,99.07
2019-03-05,98.695
2019-03-06,98.02
2019-03-07,97.325
2019-03-08,97.125
2019-03-11,98.3
2019-03-12,98.485
2019-03-13,98.86
2019-03-14,98.735
2019-03-15,98.425
2019-03-18,98.93
2019-03-19,98.49
2019-03-20,97.715
2019-03-21,98.885
2019-03-22,97.245
2019-03-25,97.42
2019-03-26,98.42
2019-03-27,98.435
2019-03-28,98.985
2019-03-29,99.43
2019-04-02,99.775
2019-04-03,99.945
2019-04-09,99.935
2019-05-07,99.91
2019-05-08,99.565
2019-05-09,99.48
2019-05-10,99.925
2019-05-13,98.06
2019-05-14,98.665
2019-05-15,98.875
2019-05-16,99.47
2019-05-17,98.945
2019-05-20,98.685
2019-05-21,99.61
2019-05-22,99.385
2019-05-23,98.355
2019-05-24,98.67
2019-05-28,97.36
2019-05-29,96.82
2019-05-30,96.775
2019-05-31,95.84
2019-06-03,96.755
2019-06-04,98.345
2019-06-05,99.21
2019-06-06,99.59
2019-06-26,99.36
