date,CAD,AUD,JPY,NZD,NOK,SEK,CHF,GBP,EUR
20151214,1.3778,1.3732,120.57,1.4754,8.6619,8.4753,0.9823,0.6609,1.1025
20151215,1.3935,1.3729,121.66,1.4819,8.7022,8.5023,0.9921,0.6647,1.0911
20151216,1.3875,1.3805,121.88,1.4767,8.7458,8.5222,0.9852,0.6661,1.0937
20151217,1.4085,1.397,122.75,1.4943,8.7615,8.564,0.9987,0.6722,1.0804
20151218,1.3895,1.3876,121.2,1.481,8.7488,8.5602,0.994,0.6705,1.0847
20151221,1.3943,1.3989,120.99,1.4773,8.7639,8.5092,0.9912,0.6709,1.092
20151222,1.3829,1.3929,120.94,1.468,8.697,8.4113,0.9866,0.6752,1.0978
20151223,1.3848,1.386,120.94,1.473,8.7346,8.4626,0.9938,0.6728,1.0875
20151224,1.3757,1.3847,120.32,1.4624,8.6763,8.4008,0.9872,0.6692,1.0955
20151225,,,,,,,,,
20151228,1.377,1.3893,120.3,1.4592,8.6758,8.3622,0.9878,0.6719,1.0983
20151229,1.3712,1.3848,120.44,1.4552,8.7186,8.3774,0.9924,0.6759,1.0916
20151230,1.3729,1.3883,120.6,1.4626,8.8137,8.4275,0.989,0.6742,1.0912
20151231,1.3725,1.3839,120.27,1.4616,8.8542,8.4485,1.0017,0.6782,1.0859
20160101,,,,,,,,,
20160104,1.3955,1.397,119.3,1.4837,8.9246,8.5057,1.0042,0.6809,1.0803
20160105,1.3984,1.3991,118.95,1.4925,8.9165,8.5987,1.0096,0.6819,1.0743
20160106,1.4144,1.4084,118.54,1.5056,8.9668,8.6024,1.0084,0.6837,1.0762
20160107,1.4235,1.4061,118,1.5031,8.919,8.5106,1.0018,0.6859,1.086
20160108,1.4335,1.415,117.74,1.5246,8.9045,8.5287,0.9972,0.6886,1.0885
20160111,1.4302,1.4203,117.48,1.5258,8.9399,8.5253,1,0.6866,1.0878
20160112,1.4337,1.4293,117.78,1.533,8.9039,8.5535,1.003,0.6943,1.0837
20160113,1.4294,1.4294,118.06,1.5246,8.8019,8.5165,1.0064,0.6911,1.0862
20160114,1.4327,1.4374,118.03,1.5456,8.7635,8.5348,1.0072,0.694,1.0862
20160115,1.4569,1.4531,116.78,1.555,8.8195,8.5512,0.9984,0.6998,1.0964
20160118,,,,,,,,,
20160119,1.4432,1.4513,117.66,1.5411,8.7946,8.5477,1.0032,0.7057,1.0906
20160120,1.4588,1.4592,116.38,1.5652,8.898,8.5825,1.0032,0.7059,1.0908
20160121,1.428,1.4244,117.61,1.5333,8.8153,8.5655,1.0112,0.7043,1.0833
20160122,1.4257,1.4153,118.37,1.5425,8.759,8.5754,1.0148,0.6989,1.0814
20160125,1.4347,1.4248,118.55,1.5449,8.7447,8.5694,1.0148,0.702,1.0832
20160126,1.4276,1.4062,118.5,1.5404,8.6972,8.5614,1.0189,0.6973,1.0846
20160127,1.4136,1.404,118.9,1.5321,8.6589,8.5124,1.0176,0.7012,1.0867
20160128,1.4114,1.4077,118.61,1.5439,8.6332,8.5048,1.0134,0.6968,1.0952
20160129,1.4142,1.4074,121.05,1.5458,8.7071,8.5709,1.0226,0.705,1.0832
20160201,1.4116,1.4005,121.06,1.5356,8.7104,8.5385,1.0202,0.696,1.0888
20160202,1.4168,1.4039,120.27,1.5392,8.7184,8.5749,1.0181,0.6945,1.0908
20160203,1.4017,1.3843,117.92,1.5017,8.6074,8.4745,1.007,0.6861,1.1051
20160204,1.3858,1.3724,116.75,1.4861,8.482,8.3983,0.9926,0.6859,1.1199
20160205,1.4116,1.3875,116.99,1.5108,8.6002,8.4802,0.9938,0.6912,1.1131
20160208,1.4079,1.3921,115.7,1.5067,8.5956,8.4593,0.9885,0.6937,1.117
20160209,1.4154,1.386,114.8,1.5042,8.5929,8.4061,0.972,0.6909,1.13
20160210,1.4106,1.3969,114.03,1.5026,8.5613,8.4612,0.9779,0.6909,1.1222
20160211,1.4092,1.3933,111.72,1.4966,8.5465,8.344,0.9706,0.6921,1.1362
20160212,1.4088,1.3834,112.96,1.5088,8.5917,8.4337,0.9768,0.6916,1.1235
20160215,,,,,,,,,
20160216,1.4079,1.3857,113.9,1.5232,8.6203,8.4959,0.9884,0.6998,1.114
20160217,1.3951,1.3682,114.14,1.5088,8.5696,8.5104,0.9926,0.6985,1.114
20160218,1.3986,1.3718,113.62,1.5092,8.5961,8.4758,0.994,0.6977,1.1092
20160219,1.4035,1.3798,112.42,1.5117,8.5654,8.4426,0.9893,0.6972,1.1127
20160222,1.3816,1.3684,113.12,1.4881,8.5997,8.5023,0.9986,0.7064,1.1018
20160223,1.3872,1.3791,112.17,1.5015,8.5984,8.4829,0.992,0.7123,1.1016
20160224,1.3933,1.3765,111.36,1.5078,8.6713,8.4859,0.986,0.7178,1.1021
20160225,1.3873,1.3572,112.7,1.4928,8.6532,8.5157,0.9894,0.7175,1.1026
20160226,1.4025,1.3546,113.78,1.5042,8.6826,8.5557,0.9967,0.7211,1.0932
20160229,1.3982,1.3522,112.9,1.5149,8.6919,8.5709,0.996,0.7181,1.0868
20160301,1.3943,1.3404,113.94,1.5108,8.6574,8.6312,0.9994,0.7169,1.0847
20160302,1.3759,1.3466,113.81,1.5056,8.7023,8.6321,0.9981,0.7113,1.0845
20160303,1.3587,1.3405,113.53,1.4824,8.5932,8.5418,0.992,0.7066,1.0948
20160304,1.3468,1.3337,113.91,1.4708,8.5072,8.4779,0.9926,0.7029,1.101
20160307,1.3392,1.33,113.6,1.4704,8.4984,8.4752,0.9969,0.7015,1.1004
20160308,1.3421,1.3388,112.58,1.4771,8.5397,8.4776,0.9939,0.703,1.1028
20160309,1.3284,1.3233,113.06,1.4686,8.5066,8.4238,0.9957,0.7024,1.1022
20160310,1.3434,1.3372,113.1,1.4999,8.5309,8.3712,0.9857,0.699,1.1162
20160311,1.3207,1.3211,113.66,1.4786,8.3974,8.3339,0.9813,0.6932,1.118
20160314,1.3307,1.3291,113.59,1.4948,8.471,8.3326,0.986,0.6981,1.1107
20160315,1.3396,1.3355,112.88,1.5119,8.5487,8.3031,0.9852,0.7059,1.1112
20160316,1.345,1.3364,113.69,1.5149,8.5798,8.3168,0.9879,0.7092,1.1075
20160317,1.3094,1.2982,111.3,1.4631,8.3467,8.1867,0.968,0.6901,1.1316
20160318,1.3127,1.298,111.38,1.468,8.3382,8.209,0.9682,0.689,1.1292
20160321,1.3168,1.3067,111.62,1.4784,8.3938,8.2166,0.9678,0.6943,1.126
20160322,1.3115,1.3051,111.82,1.4793,8.4002,8.2188,0.9705,0.7034,1.1228
20160323,1.3275,1.3199,112.63,1.4921,8.4854,8.2672,0.9731,0.7087,1.1174
20160324,1.3305,1.327,112.64,1.4937,8.4995,8.3021,0.9766,0.7071,1.1163
20160325,1.3301,1.3264,113.05,1.4959,8.4853,8.3066,0.978,0.7077,1.1164
20160328,1.3247,1.3184,113.29,1.4861,8.4195,8.2808,0.9732,0.7018,1.121
20160329,1.3215,1.3153,113.33,1.4699,8.4597,8.2546,0.9744,0.7002,1.1204
20160330,1.3043,1.2962,112.6,1.4463,8.3215,8.15,0.9636,0.6949,1.133
20160331,1.3026,1.2969,112.42,1.4438,8.252,8.0962,0.9583,0.6954,1.139
20160401,1.3034,1.3047,112.06,1.4495,8.3127,8.1164,0.9588,0.704,1.1385
20160404,1.3134,1.3037,111.18,1.4594,8.3098,8.1239,0.9597,0.7003,1.1386
20160405,1.33,1.3175,110.26,1.4734,8.3486,8.1408,0.9572,0.7068,1.1374
20160406,1.3135,1.3073,109.63,1.462,8.2844,8.1378,0.9537,0.7061,1.143
20160407,1.3326,1.3163,107.98,1.4762,8.3254,8.152,0.9552,0.7101,1.1386
20160408,1.3238,1.2994,108.36,1.4674,8.223,8.1453,0.9536,0.709,1.1406
20160411,1.316,1.2912,107.96,1.4577,8.1972,8.1112,0.9538,0.7022,1.1412
20160412,1.3057,1.28,108.54,1.4489,8.1703,8.0701,0.9546,0.702,1.1395
20160413,1.3074,1.2789,109.21,1.4459,8.2299,8.1415,0.9651,0.7031,1.1281
20160414,1.2979,1.2835,109.2,1.4565,8.2241,8.1264,0.9667,0.7068,1.1262
20160415,1.2958,1.2857,108.76,1.4465,8.2278,8.1234,0.967,0.7034,1.1295
20160418,1.291,1.2815,108.85,1.4397,8.2129,8.1214,0.9636,0.7005,1.1322
20160419,1.2811,1.2654,109.16,1.4217,8.1119,8.074,0.9599,0.6946,1.1375
20160420,1.2793,1.2623,109.51,1.4292,8.105,8.089,0.9671,0.6957,1.133
20160421,1.289,1.2713,109.41,1.4443,8.1741,8.1199,0.9722,0.6974,1.1301
20160422,1.2965,1.2672,111.5,1.459,8.217,8.1244,0.9774,0.6949,1.1239
20160425,1.2958,1.2678,111.08,1.4586,8.1893,8.1269,0.9742,0.69,1.1274
20160426,1.2918,1.2614,111.23,1.4503,8.136,8.0938,0.9713,0.6844,1.1318
20160427,1.3168,1.2637,111.26,1.4596,8.1573,8.0814,0.971,0.6871,1.1322
20160428,1.3098,1.2544,108.55,1.4349,8.1507,8.0851,0.9687,0.6858,1.1325
20160429,1.3137,1.2549,106.9,1.4318,8.0643,8.0267,0.9598,0.6838,1.1441
20160502,1.3087,1.2544,106.48,1.4267,8.0361,7.9761,0.9556,0.6818,1.1516
20160503,1.3348,1.2686,106.34,1.444,8.0891,8.0272,0.9541,0.6876,1.1508
20160504,1.3416,1.2882,107.12,1.4548,8.1466,8.0679,0.9574,0.6908,1.1486
20160505,1.3396,1.2855,107.32,1.4505,8.1613,8.1073,0.9686,0.6903,1.1404
20160506,1.3591,1.292,106.66,1.4613,8.1868,8.1254,0.9697,0.6926,1.1421
20160509,1.3656,1.2994,108.39,1.4754,8.2147,8.1546,0.9698,0.694,1.1402
20160510,1.3604,1.2957,109.22,1.4824,8.2055,8.1466,0.9746,0.6919,1.1386
20160511,1.3517,1.2834,108.48,1.4609,8.1339,8.1207,0.9699,0.6906,1.1444
20160512,1.3672,1.2857,108.73,1.4671,8.1522,8.188,0.9693,0.6919,1.138
20160513,1.3749,1.2939,109.14,1.4747,8.2157,8.2562,0.9756,0.6959,1.1294
20160516,1.3699,1.2886,108.89,1.4695,8.1476,8.2416,0.9772,0.6939,1.1328
20160517,1.3602,1.2884,109.02,1.462,8.1578,8.2281,0.9761,0.6904,1.1337
20160518,1.3727,1.2924,109.65,1.4745,8.2253,8.2868,0.9822,0.6842,1.1276
20160519,1.3864,1.3114,109.81,1.4819,8.3497,8.3375,0.9894,0.6846,1.1214
20160520,1.386,1.3136,110.52,1.4793,8.3272,8.3308,0.992,0.689,1.1207
20160523,1.3883,1.3155,109.47,1.4806,8.365,8.3599,0.9919,0.6923,1.1192
20160524,1.392,1.3117,110,1.4841,8.3515,8.3219,0.993,0.6839,1.1145
20160525,1.3916,1.3089,110.22,1.481,8.3389,8.3028,0.9908,0.6805,1.1154
20160526,1.3837,1.298,109.74,1.481,8.2705,8.2847,0.9898,0.6815,1.1184
20160527,1.3879,1.3001,109.86,1.4861,8.3221,8.3224,0.9916,0.6829,1.114
20160530,,,,,,,,,
20160531,1.3808,1.3097,110.75,1.4773,8.3678,8.336,0.9934,0.6882,1.1135
20160601,1.3808,1.3089,109.55,1.4691,8.3099,8.303,0.9892,0.6947,1.1165
20160602,1.3841,1.308,108.75,1.4674,8.3355,8.3278,0.9902,0.6935,1.1157
20160603,1.3626,1.2947,106.88,1.4405,8.2017,8.1742,0.9781,0.6887,1.133
20160606,1.3583,1.2856,107.33,1.4428,8.1761,8.1258,0.972,0.692,1.1354
20160607,1.3419,1.2788,107.3,1.4325,8.1332,8.1404,0.9663,0.6866,1.135
20160608,1.3371,1.2694,106.68,1.4237,8.1101,8.1102,0.9594,0.6875,1.14
20160609,1.3457,1.2728,106.54,1.4019,8.1486,8.1685,0.9639,0.6912,1.1329
20160610,1.3523,1.2734,107.06,1.4146,8.2325,8.2743,0.9632,0.6973,1.1281
20160613,1.3524,1.2791,106.07,1.4156,8.2787,8.2548,0.9662,0.7031,1.1282
20160614,1.3587,1.2833,106.02,1.428,8.3513,8.3033,0.964,0.7077,1.1206
20160615,1.3506,1.2912,105.87,1.4229,8.313,8.323,0.9647,0.705,1.1239
20160616,1.3676,1.3039,104.05,1.4294,8.4505,8.4216,0.9662,0.7105,1.1158
20160617,1.3541,1.2875,104.2,1.4172,8.3841,8.3406,0.961,0.7,1.1256
20160620,1.3408,1.2807,104.32,1.4067,8.2614,8.2374,0.9616,0.6808,1.1318
20160621,1.3403,1.2817,104.56,1.401,8.3092,8.2575,0.9596,0.6818,1.1262
20160622,1.3349,1.282,104.56,1.3957,8.2902,8.2727,0.9584,0.6811,1.1286
20160623,1.3161,1.2749,105.9,1.3808,8.1661,8.1654,0.9566,0.6757,1.1373
20160624,1.3421,1.2948,102.26,1.4067,8.4412,8.4345,0.9702,0.7332,1.1126
20160627,1.3592,1.3076,101.66,1.4245,8.5699,8.5598,0.9787,0.7566,1.1024
20160628,1.36,1.3086,102.71,1.4223,8.5082,8.5372,0.9812,0.7522,1.1054
20160629,1.3434,1.299,102.68,1.4043,8.3763,8.4602,0.9794,0.7402,1.1117
20160630,1.3455,1.301,102.77,1.4045,8.3931,8.5028,0.9792,0.7552,1.1032
20160701,1.336,1.2897,102.55,1.3953,8.3279,8.4301,0.973,0.753,1.1145
20160704,,,,,,,,,
20160705,1.3412,1.295,101.58,1.3992,8.4065,8.528,0.9768,0.768,1.108
20160706,1.3314,1.3003,101.12,1.4025,8.4724,8.5276,0.9778,0.7739,1.1077
20160707,1.3355,1.2984,100.74,1.3864,8.494,8.5724,0.9781,0.7736,1.1065
20160708,1.3229,1.3072,100.65,1.3712,8.5421,8.5984,0.9843,0.7729,1.1038
20160711,1.3273,1.3125,102.66,1.3847,8.499,8.584,0.983,0.7701,1.1045
20160712,1.3104,1.3016,104.72,1.3691,8.4157,8.5203,0.9869,0.7555,1.1074
20160713,1.3116,1.2962,104.1,1.3693,8.4159,8.4751,0.9834,0.7587,1.1112
20160714,1.3103,1.2916,105.4,1.3891,8.3653,8.4823,0.9806,0.7501,1.1109
20160715,1.318,1.2978,105.64,1.4019,8.452,8.5455,0.9834,0.7579,1.1059
20160718,1.3163,1.2984,106,1.4051,8.4489,8.5505,0.9822,0.7531,1.1076
20160719,1.334,1.3027,106.13,1.4186,8.5075,8.6114,0.985,0.762,1.1014
20160720,1.3358,1.3037,106.65,1.4219,8.4929,8.6003,0.9872,0.7588,1.1007
20160721,1.3339,1.3056,105.98,1.4308,8.4697,8.5947,0.9869,0.7567,1.1016
20160722,1.3417,1.3178,106.22,1.4306,8.5524,8.6603,0.9888,0.7639,1.0968
20160725,1.3408,1.3224,106.02,1.4325,8.5847,8.6513,0.9869,0.7616,1.098
20160726,1.3305,1.3207,104.83,1.4209,8.5798,8.6568,0.9924,0.7614,1.0984
20160727,1.3405,1.3221,105.65,1.4201,8.591,8.6797,0.9936,0.7637,1.0988
20160728,1.3314,1.317,104.86,1.4134,8.5468,8.6243,0.9806,0.7604,1.1094
20160729,1.316,1.304,102.32,1.3858,8.425,8.5503,0.969,0.7536,1.1168
20160801,1.3215,1.3096,102.26,1.3897,8.475,8.5701,0.9671,0.7571,1.1176
20160802,1.3139,1.3087,100.82,1.3822,8.4295,8.5105,0.9643,0.7504,1.1225
20160803,1.3172,1.3078,101.34,1.3961,8.4277,8.5207,0.9716,0.7499,1.117
20160804,1.3094,1.3025,101.08,1.3899,8.4283,8.5214,0.9738,0.7609,1.1134
20160805,1.3132,1.3179,101.74,1.401,8.4981,8.5634,0.9796,0.7652,1.108
20160808,1.3062,1.3162,102.53,1.4008,8.4772,8.5867,0.9838,0.7668,1.1078
20160809,1.3026,1.3116,101.96,1.3931,8.3952,8.5314,0.9826,0.7686,1.111
20160810,1.2958,1.3059,101.27,1.385,8.2804,8.4686,0.9759,0.7693,1.1171
20160811,1.297,1.3004,101.46,1.3808,8.2219,8.4306,0.9722,0.7716,1.1168
20160812,1.304,1.2943,101.01,1.386,8.1874,8.44,0.9738,0.7732,1.1172
20160815,1.3009,1.2922,101.02,1.3852,8.2086,8.4542,0.9714,0.7768,1.1199
20160816,1.2992,1.2861,100.28,1.3763,8.194,8.4091,0.9622,0.7681,1.1277
20160817,1.3125,1.2885,100.24,1.3852,8.2419,8.4384,0.964,0.7685,1.1263
20160818,1.3014,1.2777,100.07,1.3714,8.1562,8.358,0.9576,0.7606,1.1334
20160819,1.3123,1.2878,100.24,1.3759,8.2137,8.3781,0.9594,0.7656,1.1326
20160822,1.3108,1.2942,100.25,1.374,8.2256,8.3826,0.9625,0.7614,1.1314
20160823,1.3103,1.2904,100.2,1.3686,8.211,8.3781,0.9622,0.7588,1.1308
20160824,1.3149,1.2939,100.5,1.3686,8.2249,8.4068,0.9673,0.7555,1.1256
20160825,1.3139,1.2934,100.58,1.3704,8.2223,8.4132,0.9684,0.7589,1.1274
20160826,1.3134,1.2944,101.2,1.3695,8.2343,8.4464,0.9718,0.7594,1.1237
20160829,1.32,1.3018,102.13,1.3785,8.2881,8.4767,0.978,0.764,1.1182
20160830,1.3305,1.3075,102.92,1.3847,8.3362,8.5389,0.9822,0.7643,1.115
20160831,1.33,1.3122,103.38,1.378,8.3438,8.5689,0.983,0.7617,1.1146
20160901,1.3259,1.3107,103.22,1.3732,8.3256,8.5504,0.9792,0.7534,1.1194
20160902,1.3233,1.2998,104.18,1.3725,8.3206,8.5886,0.9804,0.7519,1.1158
20160905,,,,,,,,,
20160906,1.3031,1.2843,102.28,1.3501,8.1862,8.4765,0.9718,0.7447,1.1237
20160907,1.3029,1.2895,101.72,1.3421,8.1839,8.4443,0.9702,0.7497,1.1238
20160908,1.3045,1.291,102.28,1.3503,8.1934,8.4483,0.9726,0.7518,1.1256
20160909,1.3247,1.3034,102.86,1.3631,8.2573,8.4995,0.977,0.7543,1.1214
20160912,1.3287,1.3076,101.96,1.3659,8.2301,8.4992,0.9736,0.7511,1.123
20160913,1.3387,1.3167,102.14,1.377,8.2491,8.5072,0.974,0.7585,1.1242
20160914,1.336,1.3187,102.33,1.3691,8.2232,8.4628,0.9708,0.7573,1.1271
20160915,1.3312,1.3145,102.24,1.3684,8.2309,8.4753,0.9714,0.7567,1.1246
20160916,1.3353,1.3212,102.36,1.3753,8.302,8.5761,0.9794,0.7639,1.116
20160919,1.3228,1.318,101.82,1.3667,8.2822,8.5483,0.9798,0.7662,1.1179
20160920,1.3242,1.3228,101.66,1.3656,8.2961,8.5801,0.9781,0.7708,1.1172
20160921,1.3177,1.3186,100.62,1.3646,8.2941,8.5831,0.9758,0.7705,1.1165
20160922,1.3082,1.3036,100.8,1.3671,8.107,8.5322,0.9678,0.7638,1.1229
20160923,1.3122,1.3163,101.04,1.3822,8.1099,8.5457,0.9702,0.7717,1.1223
20160926,1.3086,1.3196,100.34,1.3736,8.0889,8.5175,0.9668,0.7705,1.127
20160927,1.3058,1.3247,100.36,1.371,8.1532,8.612,0.9718,0.7689,1.1208
20160928,1.3057,1.3237,100.57,1.3785,8.0828,8.5889,0.9724,0.7695,1.12
20160929,1.3028,1.3101,101.48,1.3727,8.004,8.5435,0.9655,0.7698,1.1244
20160930,1.3043,1.3115,101.21,1.3717,7.9897,8.5726,0.9694,0.7683,1.1238
20161003,1.3048,1.3138,101.54,1.3768,7.9725,8.5641,0.974,0.7788,1.121
20161004,1.3082,1.3171,102.66,1.3801,7.9934,8.5838,0.978,0.7846,1.1212
20161005,1.3127,1.3177,103.53,1.3941,8.0317,8.5989,0.977,0.7846,1.1196
20161006,1.3193,1.3209,104.02,1.3965,8.0431,8.6246,0.9798,0.7907,1.1158
20161007,1.3235,1.3306,103.42,1.4047,8.1198,8.6616,0.9806,0.8042,1.1156
20161010,,,,,,,,,
20161011,1.3254,1.3235,103.36,1.415,8.1872,8.8172,0.9878,0.8185,1.1062
20161012,1.324,1.3277,104.48,1.4188,8.229,8.8306,0.9902,0.82,1.1014
20161013,1.3231,1.3219,103.62,1.4122,8.187,8.805,0.987,0.8196,1.1038
20161014,1.3141,1.3169,104.1,1.411,8.2257,8.8353,0.9902,0.8204,1.0985
20161017,1.3113,1.3135,103.96,1.4017,8.182,8.8135,0.988,0.8206,1.1
20161018,1.3023,1.3105,103.8,1.3854,8.1468,8.8087,0.9886,0.8123,1.0997
20161019,1.2962,1.3105,103.3,1.3845,8.1423,8.8431,0.9894,0.8144,1.0966
20161020,1.3089,1.3197,103.92,1.3883,8.1841,8.8577,0.9916,0.8159,1.0934
20161021,1.3163,1.3324,103.96,1.3978,8.2636,8.9297,0.9951,0.819,1.0866
20161024,1.3153,1.3387,104.2,1.4019,8.2463,8.9039,0.992,0.8194,1.0888
20161025,1.3068,1.3333,104.25,1.3951,8.2593,8.9224,0.994,0.8221,1.089
20161026,1.306,1.3361,104.42,1.3974,8.262,8.8994,0.9927,0.8174,1.0916
20161027,1.3148,1.3385,105.14,1.4039,8.2536,9.0646,0.994,0.8215,1.0904
20161028,1.3196,1.3383,105.4,1.3998,8.2647,9.0353,0.9932,0.8227,1.0934
20161031,1.3139,1.3403,105.07,1.3974,8.2501,9.0207,0.989,0.8189,1.0962
20161101,1.3057,1.3377,104.59,1.3935,8.1986,8.9479,0.979,0.8185,1.1042
20161102,1.3043,1.3387,103.22,1.3706,8.1826,8.8938,0.9701,0.812,1.1119
20161103,1.3019,1.3384,103.17,1.3657,8.166,8.9318,0.9746,0.803,1.1094
20161104,1.304,1.3413,103.02,1.3678,8.1751,8.9543,0.9682,0.7971,1.1121
20161107,1.2987,1.338,104.6,1.3654,8.2355,9.0272,0.9758,0.8063,1.1038
20161108,1.2932,1.3335,104.98,1.3596,8.2277,9.0102,0.9757,0.8083,1.1034
20161109,1.3031,1.3406,104.84,1.3695,8.2885,9.0293,0.9812,0.8017,1.0952
20161110,1.3175,1.3474,106.56,1.3885,8.3883,9.0874,0.9878,0.7985,1.0882
20161111,,,,,,,,,
20161114,1.3277,1.3581,108.3,1.4114,8.4973,9.1669,0.9978,0.802,1.0723
20161115,1.3263,1.3468,108.94,1.4094,8.4359,9.1814,1.0015,0.805,1.0726
20161116,1.3348,1.3415,109.16,1.4126,8.4915,9.1849,1.0019,0.8032,1.0699
20161117,1.3414,1.3429,109.64,1.4168,8.5061,9.2191,1.0048,0.8032,1.0656
20161118,1.3615,1.3518,110.51,1.4229,8.585,9.2515,1.0094,0.8112,1.06
20161121,1.3592,1.3432,111.12,1.417,8.563,9.2494,1.0112,0.8017,1.0597
20161122,1.3535,1.3444,110.98,1.4188,8.5354,9.2267,1.01,0.8049,1.0618
20161123,1.353,1.3467,112.58,1.4265,8.6025,9.2686,1.0156,0.8027,1.056
20161124,,,,,,,,,
20161125,1.3468,1.3512,113.17,1.4194,8.5757,9.2289,1.0136,0.8024,1.0595
20161128,1.3373,1.3401,112.36,1.4158,8.5702,9.2275,1.0158,0.8057,1.0576
20161129,1.3389,1.3435,112.78,1.4047,8.546,9.1902,1.0132,0.7997,1.0626
20161130,1.3537,1.3425,114.34,1.4122,8.5223,9.2548,1.0187,0.8012,1.0578
20161201,1.3493,1.333,114.34,1.414,8.4446,9.2479,1.0126,0.7939,1.0634
20161202,1.3432,1.3298,113.76,1.4008,8.4152,9.1936,1.011,0.7883,1.0666
20161205,1.3376,1.3271,114.1,1.4017,8.3801,9.1554,1.0103,0.7869,1.0723
20161206,1.3416,1.3279,113.98,1.4059,8.3907,9.1214,1.0093,0.787,1.0717
20161207,1.3371,1.3251,113.5,1.3966,8.3641,9.0784,1.0065,0.7934,1.0758
20161208,1.3426,1.322,114.16,1.3951,8.4326,9.1273,1.0154,0.7953,1.0625
20161209,1.3437,1.3162,115.17,1.4008,8.5199,9.1968,1.0184,0.7943,1.0541
20161212,1.3358,1.3137,115.34,1.391,8.4506,9.1874,1.0157,0.7888,1.0606
20161213,1.3344,1.3119,115.26,1.3881,8.4178,9.1553,1.0118,0.7883,1.0635
20161214,1.3312,1.3123,115.06,1.3835,8.4628,9.1535,1.0099,0.787,1.0656
20161215,1.3618,1.3397,118.32,1.4255,8.6916,9.4207,1.0334,0.8072,1.0375
20161216,1.3702,1.3339,117.74,1.4325,8.6706,9.3581,1.0258,0.8014,1.0456
20161219,1.3767,1.3395,116.6,1.4391,8.6555,9.3427,1.0226,0.8052,1.0444
20161220,1.3789,1.3376,117.86,1.4449,8.6995,9.3557,1.0282,0.8092,1.039
20161221,1.3805,1.3401,117.79,1.4489,8.6671,9.228,1.0262,0.8098,1.0425
20161222,1.3858,1.347,117.48,1.4474,8.7014,9.1911,1.0246,0.8129,1.0452
20161223,1.3939,1.3533,117.22,1.4556,8.7043,9.198,1.0268,0.8162,1.0449
20161226,,,,,,,,,
20161227,1.391,1.3553,117.52,1.4514,8.7092,9.2277,1.0284,0.8156,1.0458
20161228,1.3918,1.3555,117.66,1.4472,8.7485,9.206,1.0313,0.8182,1.0389
20161229,1.385,1.3488,116.32,1.4372,8.6598,9.1213,1.023,0.8172,1.0486
20161230,1.3831,1.3426,116.78,1.4372,8.6107,9.0803,1.016,0.8106,1.0552
20170102,,,,,,,,,
20170103,1.3829,1.3437,117.68,1.4436,8.6489,9.1583,1.0266,0.8159,1.0416
20170104,1.3755,1.3293,117.38,1.4391,8.5925,9.1108,1.0228,0.8131,1.0476
20170105,1.3635,1.3216,115.46,1.4241,8.4944,8.9981,1.0107,0.8055,1.0598
20170106,1.3689,1.3216,116.85,1.4341,8.5193,9.0421,1.015,0.8121,1.056
20170109,1.358,1.322,116.07,1.4231,8.5454,9.0441,1.0148,0.8219,1.0576
20170110,1.3569,1.3208,115.74,1.4314,8.5949,9.0643,1.0158,0.822,1.0572
20170111,1.3514,1.3219,116.26,1.4269,8.624,9.1003,1.0203,0.8252,1.0501
20170112,1.3319,1.313,113.87,1.401,8.4988,8.9121,1.0066,0.8189,1.0666
20170113,1.3367,1.3134,115.03,1.4075,8.506,8.9143,1.0098,0.8198,1.0625
20170116,,,,,,,,,
20170117,1.3263,1.306,112.96,1.3922,8.4667,8.9119,1.0028,0.8072,1.0695
20170118,1.324,1.3175,113.4,1.3931,8.4536,8.9134,1.0028,0.8124,1.0682
20170119,1.3254,1.3327,115.3,1.3945,8.4648,8.977,1.0094,0.8118,1.063
20170120,,,,,,,,,
20170123,1.3221,1.3283,112.9,1.386,8.3693,8.8427,0.999,0.801,1.074
20170124,1.3186,1.3152,113.63,1.3772,8.3274,8.8411,0.9998,0.798,1.0749
20170125,1.3219,1.3074,113.6,1.3759,8.3213,8.8254,0.9996,0.7924,1.0743
20170126,1.3278,1.3104,114.7,1.3827,8.3583,8.8582,1.0011,0.795,1.067
20170127,1.3247,1.3108,115.16,1.378,8.3346,8.8499,0.9992,0.798,1.069
20170130,1.3235,1.3092,113.86,1.3734,8.3181,8.8396,0.9976,0.8014,1.0681
20170131,1.3189,1.303,112.72,1.3644,8.2444,8.7525,0.9888,0.7946,1.0794
20170201,1.3221,1.3088,113.29,1.3791,8.2492,8.7643,0.993,0.791,1.0758
20170202,1.3033,1.3018,112.48,1.3687,8.2157,8.7176,0.9894,0.7974,1.0802
20170203,1.3011,1.3003,112.42,1.3657,8.2061,8.7681,0.991,0.7997,1.0792
20170206,1.3087,1.3116,112.32,1.3691,8.2552,8.8343,0.9934,0.8032,1.0731
20170207,1.3096,1.3166,112.14,1.3669,8.3121,8.8625,0.997,0.8009,1.069
20170208,1.3075,1.3156,111.74,1.3657,8.3037,8.8331,0.9934,0.7973,1.0708
20170209,1.3118,1.3139,113.24,1.3924,8.338,8.9006,1.0013,0.799,1.0658
20170210,1.3011,1.3073,113.22,1.3875,8.3656,8.9,1.0028,0.7999,1.065
20170213,1.3082,1.3072,113.79,1.3937,8.3858,8.9362,1.0054,0.7994,1.0603
